,Tahun,Bulan,SektorEkonomi,percentNPL,pandemicTF,Inflasi,EconGrowth,Unemployment,valueChannel,biRate,NPL
16,2011,Jan,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03409090909,0,0.89,6.48,7.14,88,6.5,3
17,2011,Jan,Kegiatan yang belum jelas batasannya,0.024152438619999998,0,0.89,6.48,7.14,44923,6.5,1085
18,2011,Feb,Pertanian Perburuan dan Kehutanan,0.047807587760000006,0,0.13,6.48,6.96,16922,6.75,809
19,2011,Feb,Perikanan,0.04022988506,0,0.13,6.48,6.96,2088,6.75,84
20,2011,Feb,Pertambangan dan Penggalian,0.0347934141,0,0.13,6.48,6.96,3219,6.75,112
21,2011,Feb,Industri Pengolahan,0.058767727549999996,0,0.13,6.48,6.96,42166,6.75,2478
22,2011,Feb,Listrik gas dan air,0.04347826087,0,0.13,6.48,6.96,1173,6.75,51
23,2011,Feb,Konstruksi,0.06509081861,0,0.13,6.48,6.96,20095,6.75,1308
24,2011,Feb,Perdagangan Besar dan Eceran,0.05047581432,0,0.13,6.48,6.96,162038,6.75,8179
25,2011,Feb,Penyediaan akomodasi dan penyediaan makan minum,0.050925925930000004,0,0.13,6.48,6.96,7128,6.75,363
26,2011,Feb,Transportasi pergudangan dan komunikasi,0.03332035812,0,0.13,6.48,6.96,12845,6.75,428
27,2011,Feb,Perantara Keuangan,0.014603714730000002,0,0.13,6.48,6.96,7053,6.75,103
28,2011,Feb,Real Estate Usaha Persewaan,0.02414668085,0,0.13,6.48,6.96,12217,6.75,295
29,2011,Feb,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.02808988764,0,0.13,6.48,6.96,178,6.75,5
30,2011,Feb,Jasa Pendidikan,0.01632653061,0,0.13,6.48,6.96,1225,6.75,20
31,2011,Feb,Jasa Kesehatan dan Kegiatan Sosial,0.09191321498999999,0,0.13,6.48,6.96,2535,6.75,233
32,2011,Feb,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.028279654360000003,0,0.13,6.48,6.96,20368,6.75,576
33,2011,Feb,Jasa Perorangan yang Melayani Rumah Tangga,0.06787687451,0,0.13,6.48,6.96,1267,6.75,86
34,2011,Feb,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.04210526316,0,0.13,6.48,6.96,95,6.75,4
35,2011,Feb,Kegiatan yang belum jelas batasannya,0.02555849656,0,0.13,6.48,6.96,47225,6.75,1207
36,2011,Mar,Pertanian Perburuan dan Kehutanan,0.047238964,0,-0.32,6.48,6.96,18417,6.75,870
37,2011,Mar,Perikanan,0.03429602888,0,-0.32,6.48,6.96,2216,6.75,76
38,2011,Mar,Pertambangan dan Penggalian,0.04546730283,0,-0.32,6.48,6.96,3563,6.75,162
39,2011,Mar,Industri Pengolahan,0.05703163897999999,0,-0.32,6.48,6.96,44186,6.75,2520
40,2011,Mar,Listrik gas dan air,0.025854108959999997,0,-0.32,6.48,6.96,1083,6.75,28
41,2011,Mar,Konstruksi,0.06569941192999999,0,-0.32,6.48,6.96,20746,6.75,1363
42,2011,Mar,Perdagangan Besar dan Eceran,0.04984914614,0,-0.32,6.48,6.96,170695,6.75,8509
43,2011,Mar,Penyediaan akomodasi dan penyediaan makan minum,0.04999349043,0,-0.32,6.48,6.96,7681,6.75,384
44,2011,Mar,Transportasi pergudangan dan komunikasi,0.031161059619999997,0,-0.32,6.48,6.96,13703,6.75,427
45,2011,Mar,Perantara Keuangan,0.0107035635,0,-0.32,6.48,6.96,7661,6.75,82
46,2011,Mar,Real Estate Usaha Persewaan,0.02502938871,0,-0.32,6.48,6.96,20416,6.75,511
47,2011,Mar,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.026923076919999997,0,-0.32,6.48,6.96,260,6.75,7
48,2011,Mar,Jasa Pendidikan,0.021143304619999997,0,-0.32,6.48,6.96,1277,6.75,27
49,2011,Mar,Jasa Kesehatan dan Kegiatan Sosial,0.09496783957999999,0,-0.32,6.48,6.96,2643,6.75,251
50,2011,Mar,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.030014641289999998,0,-0.32,6.48,6.96,20490,6.75,615
51,2011,Mar,Jasa Perorangan yang Melayani Rumah Tangga,0.07120500782,0,-0.32,6.48,6.96,1278,6.75,91
52,2011,Mar,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03846153846000001,0,-0.32,6.48,6.96,130,6.75,5
53,2011,Mar,Kegiatan yang belum jelas batasannya,0.023738496859999996,0,-0.32,6.48,6.96,55311,6.75,1313
54,2011,Apr,Pertanian Perburuan dan Kehutanan,0.047062146889999996,0,-0.31,6.27,6.96,17700,6.75,833
55,2011,Apr,Perikanan,0.033348355110000005,0,-0.31,6.27,6.96,2219,6.75,74
56,2011,Apr,Pertambangan dan Penggalian,0.047886491280000006,0,-0.31,6.27,6.96,3383,6.75,162
57,2011,Apr,Industri Pengolahan,0.05823050787,0,-0.31,6.27,6.96,44736,6.75,2605
58,2011,Apr,Listrik gas dan air,0.022200772200000003,0,-0.31,6.27,6.96,1036,6.75,23
59,2011,Apr,Konstruksi,0.06797870782000001,0,-0.31,6.27,6.96,20477,6.75,1392
60,2011,Apr,Perdagangan Besar dan Eceran,0.05081820922,0,-0.31,6.27,6.96,169211,6.75,8599
61,2011,Apr,Penyediaan akomodasi dan penyediaan makan minum,0.04833759591,0,-0.31,6.27,6.96,7820,6.75,378
62,2011,Apr,Transportasi pergudangan dan komunikasi,0.032876512610000005,0,-0.31,6.27,6.96,13718,6.75,451
63,2011,Apr,Perantara Keuangan,0.012342569270000001,0,-0.31,6.27,6.96,7940,6.75,98
64,2011,Apr,Real Estate Usaha Persewaan,0.0264122894,0,-0.31,6.27,6.96,20180,6.75,533
65,2011,Apr,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.02229299363,0,-0.31,6.27,6.96,314,6.75,7
66,2011,Apr,Jasa Pendidikan,0.02404643449,0,-0.31,6.27,6.96,1206,6.75,29
67,2011,Apr,Jasa Kesehatan dan Kegiatan Sosial,0.09863429438999999,0,-0.31,6.27,6.96,2636,6.75,260
68,2011,Apr,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.029420179289999994,0,-0.31,6.27,6.96,20972,6.75,617
69,2011,Apr,Jasa Perorangan yang Melayani Rumah Tangga,0.0836038961,0,-0.31,6.27,6.96,1232,6.75,103
70,2011,Apr,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03530314658,0,-0.31,6.27,6.96,1303,6.75,46
71,2011,Apr,Kegiatan yang belum jelas batasannya,0.026227936209999997,0,-0.31,6.27,6.96,56314,6.75,1477
72,2011,May,Pertanian Perburuan dan Kehutanan,0.046658539289999995,0,0.12,6.27,6.96,18046,6.75,842
73,2011,May,Perikanan,0.03526785714,0,0.12,6.27,6.96,2240,6.75,79
74,2011,May,Pertambangan dan Penggalian,0.05191808480000001,0,0.12,6.27,6.96,3467,6.75,180
75,2011,May,Industri Pengolahan,0.05644582636,0,0.12,6.27,6.96,45991,6.75,2596
76,2011,May,Listrik gas dan air,0.01175406872,0,0.12,6.27,6.96,1106,6.75,13
77,2011,May,Konstruksi,0.07363742690000001,0,0.12,6.27,6.96,21375,6.75,1574
78,2011,May,Perdagangan Besar dan Eceran,0.0553755897,0,0.12,6.27,6.96,173181,6.75,9590
79,2011,May,Penyediaan akomodasi dan penyediaan makan minum,0.04493307839,0,0.12,6.27,6.96,8368,6.75,376
80,2011,May,Transportasi pergudangan dan komunikasi,0.02935310981,0,0.12,6.27,6.96,16046,6.75,471
81,2011,May,Perantara Keuangan,0.014757048590000002,0,0.12,6.27,6.96,8335,6.75,123
82,2011,May,Real Estate Usaha Persewaan,0.02710385728,0,0.12,6.27,6.96,20403,6.75,553
83,2011,May,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.03481012658,0,0.12,6.27,6.96,316,6.75,11
84,2011,May,Jasa Pendidikan,0.022188217290000003,0,0.12,6.27,6.96,1307,6.75,29
85,2011,May,Jasa Kesehatan dan Kegiatan Sosial,0.04272801972,0,0.12,6.27,6.96,2434,6.75,104
86,2011,May,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.030509605760000003,0,0.12,6.27,6.96,20977,6.75,640
87,2011,May,Jasa Perorangan yang Melayani Rumah Tangga,0.07444168734,0,0.12,6.27,6.96,1209,6.75,90
88,2011,May,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03956043956,0,0.12,6.27,6.96,1365,6.75,54
89,2011,May,Kegiatan yang belum jelas batasannya,0.02947157916,0,0.12,6.27,6.96,59006,6.75,1739
90,2011,Jun,Pertanian Perburuan dan Kehutanan,0.0433399395,0,0.55,6.27,6.96,19174,6.75,831
91,2011,Jun,Perikanan,0.03728813559,0,0.55,6.27,6.96,2360,6.75,88
92,2011,Jun,Pertambangan dan Penggalian,0.03097345133,0,0.55,6.27,6.96,3616,6.75,112
93,2011,Jun,Industri Pengolahan,0.053366573,0,0.55,6.27,6.96,47333,6.75,2526
94,2011,Jun,Listrik gas dan air,0.01142857143,0,0.55,6.27,6.96,1050,6.75,12
95,2011,Jun,Konstruksi,0.06744379684,0,0.55,6.27,6.96,21618,6.75,1458
96,2011,Jun,Perdagangan Besar dan Eceran,0.0511851212,0,0.55,6.27,6.96,178294,6.75,9126
97,2011,Jun,Penyediaan akomodasi dan penyediaan makan minum,0.04508797654,0,0.55,6.27,6.96,8184,6.75,369
98,2011,Jun,Transportasi pergudangan dan komunikasi,0.031003518989999996,0,0.55,6.27,6.96,16482,6.75,511
99,2011,Jun,Perantara Keuangan,0.012773109240000002,0,0.55,6.27,6.96,8925,6.75,114
100,2011,Jun,Real Estate Usaha Persewaan,0.02771661082,0,0.55,6.27,6.96,20890,6.75,579
101,2011,Jun,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.02682926829,0,0.55,6.27,6.96,410,6.75,11
102,2011,Jun,Jasa Pendidikan,0.02033660589,0,0.55,6.27,6.96,1426,6.75,29
103,2011,Jun,Jasa Kesehatan dan Kegiatan Sosial,0.09630200308,0,0.55,6.27,6.96,2596,6.75,250
104,2011,Jun,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.028360694739999998,0,0.55,6.27,6.96,21015,6.75,596
105,2011,Jun,Jasa Perorangan yang Melayani Rumah Tangga,0.03527168732,0,0.55,6.27,6.96,1049,6.75,37
106,2011,Jun,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03757225434,0,0.55,6.27,6.96,1384,6.75,52
107,2011,Jun,Kegiatan yang belum jelas batasannya,0.028747997989999996,0,0.55,6.27,6.96,61813,6.75,1777
108,2011,Jul,Pertanian Perburuan dan Kehutanan,0.046846262039999996,0,0.67,6.01,6.96,18486,6.75,866
109,2011,Jul,Perikanan,0.05956521739,0,0.67,6.01,6.96,2300,6.75,137
110,2011,Jul,Pertambangan dan Penggalian,0.03161530287,0,0.67,6.01,6.96,3764,6.75,119
111,2011,Jul,Industri Pengolahan,0.05448571309999999,0,0.67,6.01,6.96,48086,6.75,2620
112,2011,Jul,Listrik gas dan air,0.012025901940000002,0,0.67,6.01,6.96,1081,6.75,13
113,2011,Jul,Konstruksi,0.06584766585,0,0.67,6.01,6.96,22385,6.75,1474
114,2011,Jul,Perdagangan Besar dan Eceran,0.05278419311000001,0,0.67,6.01,6.96,176227,6.75,9302
115,2011,Jul,Penyediaan akomodasi dan penyediaan makan minum,0.04623246968999999,0,0.67,6.01,6.96,8414,6.75,389
116,2011,Jul,Transportasi pergudangan dan komunikasi,0.028863314669999997,0,0.67,6.01,6.96,16249,6.75,469
117,2011,Jul,Perantara Keuangan,0.013112568059999998,0,0.67,6.01,6.96,8999,6.75,118
118,2011,Jul,Real Estate Usaha Persewaan,0.02890420727,0,0.67,6.01,6.96,21035,6.75,608
119,2011,Jul,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.04057971014,0,0.67,6.01,6.96,345,6.75,14
120,2011,Jul,Jasa Pendidikan,0.02228612509,0,0.67,6.01,6.96,1391,6.75,31
121,2011,Jul,Jasa Kesehatan dan Kegiatan Sosial,0.09259962049,0,0.67,6.01,6.96,2635,6.75,244
122,2011,Jul,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.029122096039999996,0,0.67,6.01,6.96,21221,6.75,618
123,2011,Jul,Jasa Perorangan yang Melayani Rumah Tangga,0.03818615752,0,0.67,6.01,6.96,838,6.75,32
124,2011,Jul,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03825136612,0,0.67,6.01,6.96,1464,6.75,56
125,2011,Jul,Kegiatan yang belum jelas batasannya,0.029133589680000002,0,0.67,6.01,6.96,64496,6.75,1879
126,2011,Aug,Pertanian Perburuan dan Kehutanan,0.0461080563,0,0.93,6.01,7.48,19823,6.75,914
127,2011,Aug,Perikanan,0.07547169811000001,0,0.93,6.01,7.48,2438,6.75,184
128,2011,Aug,Pertambangan dan Penggalian,0.03124136024,0,0.93,6.01,7.48,3617,6.75,113
129,2011,Aug,Industri Pengolahan,0.05264348899,0,0.93,6.01,7.48,48610,6.75,2559
130,2011,Aug,Listrik gas dan air,0.012252591890000001,0,0.93,6.01,7.48,1061,6.75,13
131,2011,Aug,Konstruksi,0.06606223318,0,0.93,6.01,7.48,22721,6.75,1501
132,2011,Aug,Perdagangan Besar dan Eceran,0.05244426063,0,0.93,6.01,7.48,183757,6.75,9637
133,2011,Aug,Penyediaan akomodasi dan penyediaan makan minum,0.04745997005,0,0.93,6.01,7.48,8681,6.75,412
134,2011,Aug,Transportasi pergudangan dan komunikasi,0.03161962759,0,0.93,6.01,7.48,17078,6.75,540
135,2011,Aug,Perantara Keuangan,0.013309578700000001,0,0.93,6.01,7.48,9542,6.75,127
136,2011,Aug,Real Estate Usaha Persewaan,0.029463869460000004,0,0.93,6.01,7.48,21450,6.75,632
137,2011,Aug,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.049535603719999995,0,0.93,6.01,7.48,323,6.75,16
138,2011,Aug,Jasa Pendidikan,0.022398843930000002,0,0.93,6.01,7.48,1384,6.75,31
139,2011,Aug,Jasa Kesehatan dan Kegiatan Sosial,0.08878504673,0,0.93,6.01,7.48,2782,6.75,247
140,2011,Aug,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02904263513,0,0.93,6.01,7.48,22071,6.75,641
141,2011,Aug,Jasa Perorangan yang Melayani Rumah Tangga,0.0412371134,0,0.93,6.01,7.48,776,6.75,32
142,2011,Aug,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03787878788,0,0.93,6.01,7.48,1716,6.75,65
143,2011,Aug,Kegiatan yang belum jelas batasannya,0.028762045960000003,0,0.93,6.01,7.48,60705,6.75,1746
144,2011,Sep,Pertanian Perburuan dan Kehutanan,0.04217088376,0,0.27,6.01,7.48,21816,6.75,920
145,2011,Sep,Perikanan,0.07654921021000001,0,0.27,6.01,7.48,2469,6.75,189
146,2011,Sep,Pertambangan dan Penggalian,0.02638737758,0,0.27,6.01,7.48,3676,6.75,97
147,2011,Sep,Industri Pengolahan,0.04830112572,0,0.27,6.01,7.48,48591,6.75,2347
148,2011,Sep,Listrik gas dan air,0.00956937799,0,0.27,6.01,7.48,1463,6.75,14
149,2011,Sep,Konstruksi,0.064590301,0,0.27,6.01,7.48,23920,6.75,1545
150,2011,Sep,Perdagangan Besar dan Eceran,0.04991419752,0,0.27,6.01,7.48,188223,6.75,9395
151,2011,Sep,Penyediaan akomodasi dan penyediaan makan minum,0.04462359487,0,0.27,6.01,7.48,8807,6.75,393
152,2011,Sep,Transportasi pergudangan dan komunikasi,0.0364339269,0,0.27,6.01,7.48,17072,6.75,622
153,2011,Sep,Perantara Keuangan,0.01134102666,0,0.27,6.01,7.48,10052,6.75,114
154,2011,Sep,Real Estate Usaha Persewaan,0.03030749582,0,0.27,6.01,7.48,20358,6.75,617
155,2011,Sep,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.04197530864,0,0.27,6.01,7.48,405,6.75,17
156,2011,Sep,Jasa Pendidikan,0.0184774575,0,0.27,6.01,7.48,1353,6.75,25
157,2011,Sep,Jasa Kesehatan dan Kegiatan Sosial,0.09113742375,0,0.27,6.01,7.48,2787,6.75,254
158,2011,Sep,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.026560765219999997,0,0.27,6.01,7.48,23418,6.75,622
159,2011,Sep,Jasa Perorangan yang Melayani Rumah Tangga,0.051470588240000004,0,0.27,6.01,7.48,680,6.75,35
160,2011,Sep,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03276955603,0,0.27,6.01,7.48,1892,6.75,62
161,2011,Sep,Kegiatan yang belum jelas batasannya,0.02882269215,0,0.27,6.01,7.48,59016,6.75,1701
162,2011,Oct,Pertanian Perburuan dan Kehutanan,0.039226403199999996,0,-0.12,5.94,7.48,23785,6.5,933
163,2011,Oct,Perikanan,0.06816421379,0,-0.12,5.94,7.48,2582,6.5,176
164,2011,Oct,Pertambangan dan Penggalian,0.02823263693,0,-0.12,5.94,7.48,3542,6.5,100
165,2011,Oct,Industri Pengolahan,0.04886868687,0,-0.12,5.94,7.48,49500,6.5,2419
166,2011,Oct,Listrik gas dan air,0.013227513229999998,0,-0.12,5.94,7.48,1134,6.5,15
167,2011,Oct,Konstruksi,0.06221179516,0,-0.12,5.94,7.48,24722,6.5,1538
168,2011,Oct,Perdagangan Besar dan Eceran,0.04934997839,0,-0.12,5.94,7.48,189686,6.5,9361
169,2011,Oct,Penyediaan akomodasi dan penyediaan makan minum,0.04456426056,0,-0.12,5.94,7.48,9088,6.5,405
170,2011,Oct,Transportasi pergudangan dan komunikasi,0.03268910937,0,-0.12,5.94,7.48,17437,6.5,570
171,2011,Oct,Perantara Keuangan,0.01176470588,0,-0.12,5.94,7.48,9945,6.5,117
172,2011,Oct,Real Estate Usaha Persewaan,0.031722611580000004,0,-0.12,5.94,7.48,18977,6.5,602
173,2011,Oct,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.03676470588,0,-0.12,5.94,7.48,408,6.5,15
174,2011,Oct,Jasa Pendidikan,0.019340974209999997,0,-0.12,5.94,7.48,1396,6.5,27
175,2011,Oct,Jasa Kesehatan dan Kegiatan Sosial,0.0900209351,0,-0.12,5.94,7.48,2866,6.5,258
176,2011,Oct,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02650020137,0,-0.12,5.94,7.48,24830,6.5,658
177,2011,Oct,Jasa Perorangan yang Melayani Rumah Tangga,0.05154639175,0,-0.12,5.94,7.48,679,6.5,35
178,2011,Oct,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02982107356,0,-0.12,5.94,7.48,2012,6.5,60
179,2011,Oct,Kegiatan yang belum jelas batasannya,0.028521028360000002,0,-0.12,5.94,7.48,57256,6.5,1633
180,2011,Nov,Pertanian Perburuan dan Kehutanan,0.03967168263,0,0.34,5.94,7.48,24123,6.0,957
181,2011,Nov,Perikanan,0.06910090302,0,0.34,5.94,7.48,2547,6.0,176
182,2011,Nov,Pertambangan dan Penggalian,0.02878289474,0,0.34,5.94,7.48,3648,6.0,105
183,2011,Nov,Industri Pengolahan,0.04660100889,0,0.34,5.94,7.48,49956,6.0,2328
184,2011,Nov,Listrik gas dan air,0.03201347936,0,0.34,5.94,7.48,1187,6.0,38
185,2011,Nov,Konstruksi,0.06365856587999999,0,0.34,5.94,7.48,24977,6.0,1590
186,2011,Nov,Perdagangan Besar dan Eceran,0.04855871441000001,0,0.34,5.94,7.48,191912,6.0,9319
187,2011,Nov,Penyediaan akomodasi dan penyediaan makan minum,0.0428452579,0,0.34,5.94,7.48,9616,6.0,412
188,2011,Nov,Transportasi pergudangan dan komunikasi,0.03157953781,0,0.34,5.94,7.48,17828,6.0,563
189,2011,Nov,Perantara Keuangan,0.0119071049,0,0.34,5.94,7.48,10162,6.0,121
190,2011,Nov,Real Estate Usaha Persewaan,0.035365600330000004,0,0.34,5.94,7.48,19256,6.0,681
191,2011,Nov,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.043352601160000004,0,0.34,5.94,7.48,346,6.0,15
192,2011,Nov,Jasa Pendidikan,0.020134228190000002,0,0.34,5.94,7.48,1490,6.0,30
193,2011,Nov,Jasa Kesehatan dan Kegiatan Sosial,0.08874689386,0,0.34,5.94,7.48,2817,6.0,250
194,2011,Nov,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.025845883430000004,0,0.34,5.94,7.48,25033,6.0,647
195,2011,Nov,Jasa Perorangan yang Melayani Rumah Tangga,0.052013422819999995,0,0.34,5.94,7.48,596,6.0,31
196,2011,Nov,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02938247012,0,0.34,5.94,7.48,2008,6.0,59
197,2011,Nov,Kegiatan yang belum jelas batasannya,0.0287049169,0,0.34,5.94,7.48,58004,6.0,1665
198,2011,Dec,Pertanian Perburuan dan Kehutanan,0.03280376581,0,0.57,5.94,7.48,27192,6.0,892
199,2011,Dec,Perikanan,0.0618754804,0,0.57,5.94,7.48,2602,6.0,161
200,2011,Dec,Pertambangan dan Penggalian,0.022600304720000002,0,0.57,5.94,7.48,3938,6.0,89
201,2011,Dec,Industri Pengolahan,0.038253144680000004,0,0.57,5.94,7.48,52231,6.0,1998
202,2011,Dec,Listrik gas dan air,0.04022988506,0,0.57,5.94,7.48,1218,6.0,49
203,2011,Dec,Konstruksi,0.05453272375,0,0.57,5.94,7.48,24279,6.0,1324
204,2011,Dec,Perdagangan Besar dan Eceran,0.03690348585,0,0.57,5.94,7.48,202447,6.0,7471
205,2011,Dec,Penyediaan akomodasi dan penyediaan makan minum,0.0351507889,0,0.57,5.94,7.48,10014,6.0,352
206,2011,Dec,Transportasi pergudangan dan komunikasi,0.02456788781,0,0.57,5.94,7.48,18398,6.0,452
207,2011,Dec,Perantara Keuangan,0.008922509941,0,0.57,5.94,7.48,10311,6.0,92
208,2011,Dec,Real Estate Usaha Persewaan,0.03152408159,0,0.57,5.94,7.48,19953,6.0,629
209,2011,Dec,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.03759398496,0,0.57,5.94,7.48,399,6.0,15
210,2011,Dec,Jasa Pendidikan,0.015161502969999997,0,0.57,5.94,7.48,1517,6.0,23
211,2011,Dec,Jasa Kesehatan dan Kegiatan Sosial,0.07984921179,0,0.57,5.94,7.48,2918,6.0,233
212,2011,Dec,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02424598512,0,0.57,5.94,7.48,25530,6.0,619
213,2011,Dec,Jasa Perorangan yang Melayani Rumah Tangga,0.05496183206,0,0.57,5.94,7.48,655,6.0,36
214,2011,Dec,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.022505307859999997,0,0.57,5.94,7.48,2355,6.0,53
215,2011,Dec,Kegiatan yang belum jelas batasannya,0.022698975189999998,0,0.57,5.94,7.48,52205,6.0,1185
216,2012,Jan,Pertanian Perburuan dan Kehutanan,0.03503569896,0,0.76,6.11,7.48,25631,6.0,898
217,2012,Jan,Perikanan,0.06874753062000001,0,0.76,6.11,7.48,2531,6.0,174
218,2012,Jan,Pertambangan dan Penggalian,0.054480088499999996,0,0.76,6.11,7.48,3616,6.0,197
219,2012,Jan,Industri Pengolahan,0.04135185463,0,0.76,6.11,7.48,46721,6.0,1932
220,2012,Jan,Listrik gas dan air,0.042662116039999996,0,0.76,6.11,7.48,1172,6.0,50
221,2012,Jan,Konstruksi,0.06492557757,0,0.76,6.11,7.48,21902,6.0,1422
222,2012,Jan,Perdagangan Besar dan Eceran,0.04130350184,0,0.76,6.11,7.48,187587,6.0,7748
223,2012,Jan,Penyediaan akomodasi dan penyediaan makan minum,0.036611195160000005,0,0.76,6.11,7.48,9915,6.0,363
224,2012,Jan,Transportasi pergudangan dan komunikasi,0.02568890398,0,0.76,6.11,7.48,17673,6.0,454
225,2012,Jan,Perantara Keuangan,0.010728517420000002,0,0.76,6.11,7.48,9787,6.0,105
226,2012,Jan,Real Estate Usaha Persewaan,0.032362960669999996,0,0.76,6.11,7.48,19374,6.0,627
227,2012,Jan,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.03163017032,0,0.76,6.11,7.48,411,6.0,13
228,2012,Jan,Jasa Pendidikan,0.014725568940000001,0,0.76,6.11,7.48,1494,6.0,22
229,2012,Jan,Jasa Kesehatan dan Kegiatan Sosial,0.08847373987,0,0.76,6.11,7.48,2837,6.0,251
230,2012,Jan,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02484545887,0,0.76,6.11,7.48,25236,6.0,627
231,2012,Jan,Jasa Perorangan yang Melayani Rumah Tangga,0.06393442623,0,0.76,6.11,7.48,610,6.0,39
232,2012,Jan,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.024556616639999997,0,0.76,6.11,7.48,2199,6.0,54
233,2012,Jan,Kegiatan yang belum jelas batasannya,0.02789794916,0,0.76,6.11,7.48,42763,6.0,1193
234,2012,Feb,Pertanian Perburuan dan Kehutanan,0.03439494771,0,0.05,6.11,6.37,29452,5.75,1013
235,2012,Feb,Perikanan,0.06459143969,0,0.05,6.11,6.37,2570,5.75,166
236,2012,Feb,Pertambangan dan Penggalian,0.053449183780000006,0,0.05,6.11,6.37,3798,5.75,203
237,2012,Feb,Industri Pengolahan,0.045045045049999996,0,0.05,6.11,6.37,47952,5.75,2160
238,2012,Feb,Listrik gas dan air,0.03558191253,0,0.05,6.11,6.37,1349,5.75,48
239,2012,Feb,Konstruksi,0.06209673927,0,0.05,6.11,6.37,23093,5.75,1434
