Tahun,Bulan,SektorEkonomi,PenyaluranKredit,NPL,percentNPL,Pandemic,pandemicTF,CreditChannelLog,Inflasi,EconGrowth,Unemployment,LogCreditChannel,valueNPL,valueChannel
2011,Feb,Jasa Kesehatan dan Kegiatan Sosial,2535,233,0.091913215,FALSE,0,3.403977964,0.13,6.48,6.96,12.40397796,233,2535
2011,Feb,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,20368,576,0.028279654,FALSE,0,4.308948386,0.13,6.48,6.96,13.30894839,576,20368
2011,Feb,Jasa Perorangan yang Melayani Rumah Tangga,1267,86,0.067876875,FALSE,0,3.102776615,0.13,6.48,6.96,12.10277661,86,1267
2011,Feb,Badan Internasional dan Badan Ekstra Internasional Lainnya,95,4,0.042105263,FALSE,0,1.977723605,0.13,6.48,6.96,10.97772361,4,95
2011,Feb,Kegiatan yang belum jelas batasannya,47225,1207,0.025558497,FALSE,0,4.674171967,0.13,6.48,6.96,13.67417197,1207,47225
2011,Mar,Pertanian Perburuan dan Kehutanan,18417,870,0.047238964,FALSE,0,4.265218888,-0.32,6.48,6.96,13.26521889,870,18417
2011,Mar,Perikanan,2216,76,0.034296029,FALSE,0,3.345569756,-0.32,6.48,6.96,12.34556976,76,2216
2011,Mar,Pertambangan dan Penggalian,3563,162,0.045467303,FALSE,0,3.551815822,-0.32,6.48,6.96,12.55181582,162,3563
2011,Mar,Industri Pengolahan,44186,2520,0.057031639,FALSE,0,4.645284688,-0.32,6.48,6.96,13.64528469,2520,44186
2011,Mar,Listrik gas dan air,1083,28,0.025854109,FALSE,0,3.034628457,-0.32,6.48,6.96,12.03462846,28,1083
2011,Mar,Konstruksi,20746,1363,0.065699412,FALSE,0,4.316934374,-0.32,6.48,6.96,13.31693437,1363,20746
2011,Mar,Perdagangan Besar dan Eceran,170695,8509,0.049849146,FALSE,0,5.2322208,-0.32,6.48,6.96,14.2322208,8509,170695
2011,Mar,Penyediaan akomodasi dan penyediaan makan minum,7681,384,0.04999349,FALSE,0,3.885417765,-0.32,6.48,6.96,12.88541777,384,7681
2011,Mar,Transportasi pergudangan dan komunikasi,13703,427,0.03116106,FALSE,0,4.136815658,-0.32,6.48,6.96,13.13681566,427,13703
2011,Mar,Perantara Keuangan,7661,82,0.010703564,FALSE,0,3.884285462,-0.32,6.48,6.96,12.88428546,82,7661
2011,Mar,Real Estate Usaha Persewaan,20416,511,0.025029389,FALSE,0,4.309970657,-0.32,6.48,6.96,13.30997066,511,20416
2011,Mar,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,260,7,0.026923077,FALSE,0,2.414973348,-0.32,6.48,6.96,11.41497335,7,260
2011,Mar,Jasa Pendidikan,1277,27,0.021143305,FALSE,0,3.106190897,-0.32,6.48,6.96,12.1061909,27,1277
2011,Mar,Jasa Kesehatan dan Kegiatan Sosial,2643,251,0.09496784,FALSE,0,3.422097163,-0.32,6.48,6.96,12.42209716,251,2643
2011,Mar,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,20490,615,0.030014641,FALSE,0,4.311541958,-0.32,6.48,6.96,13.31154196,615,20490
2011,Mar,Jasa Perorangan yang Melayani Rumah Tangga,1278,91,0.071205008,FALSE,0,3.106530854,-0.32,6.48,6.96,12.10653085,91,1278
2011,Mar,Badan Internasional dan Badan Ekstra Internasional Lainnya,130,5,0.038461538,FALSE,0,2.113943352,-0.32,6.48,6.96,11.11394335,5,130
2011,Mar,Kegiatan yang belum jelas batasannya,55311,1313,0.023738497,FALSE,0,4.74281151,-0.32,6.48,6.96,13.74281151,1313,55311
2011,Apr,Pertanian Perburuan dan Kehutanan,17700,833,0.047062147,FALSE,0,4.247973266,-0.31,6.27,6.96,13.24797327,833,17700
2011,Apr,Perikanan,2219,74,0.033348355,FALSE,0,3.346157302,-0.31,6.27,6.96,12.3461573,74,2219
2011,Apr,Pertambangan dan Penggalian,3383,162,0.047886491,FALSE,0,3.529301998,-0.31,6.27,6.96,12.529302,162,3383
2011,Apr,Industri Pengolahan,44736,2605,0.058230508,FALSE,0,4.65065715,-0.31,6.27,6.96,13.65065715,2605,44736
2011,Apr,Listrik gas dan air,1036,23,0.022200772,FALSE,0,3.015359755,-0.31,6.27,6.96,12.01535976,23,1036
2011,Apr,Konstruksi,20477,1392,0.067978708,FALSE,0,4.31126633,-0.31,6.27,6.96,13.31126633,1392,20477
2011,Apr,Perdagangan Besar dan Eceran,169211,8599,0.050818209,FALSE,0,5.228428592,-0.31,6.27,6.96,14.22842859,8599,169211
2011,Apr,Penyediaan akomodasi dan penyediaan makan minum,7820,378,0.048337596,FALSE,0,3.893206753,-0.31,6.27,6.96,12.89320675,378,7820
2011,Apr,Transportasi pergudangan dan komunikasi,13718,451,0.032876513,FALSE,0,4.137290799,-0.31,6.27,6.96,13.1372908,451,13718
2011,Apr,Perantara Keuangan,7940,98,0.012342569,FALSE,0,3.899820502,-0.31,6.27,6.96,12.8998205,98,7940
2011,Apr,Real Estate Usaha Persewaan,20180,533,0.026412289,FALSE,0,4.304921162,-0.31,6.27,6.96,13.30492116,533,20180
2011,Apr,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,314,7,0.022292994,FALSE,0,2.496929648,-0.31,6.27,6.96,11.49692965,7,314
2011,Apr,Jasa Pendidikan,1206,29,0.024046434,FALSE,0,3.081347308,-0.31,6.27,6.96,12.08134731,29,1206
2011,Apr,Jasa Kesehatan dan Kegiatan Sosial,2636,260,0.098634294,FALSE,0,3.420945406,-0.31,6.27,6.96,12.42094541,260,2636
2011,Apr,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,20972,617,0.029420179,FALSE,0,4.321639849,-0.31,6.27,6.96,13.32163985,617,20972
2011,Apr,Jasa Perorangan yang Melayani Rumah Tangga,1232,103,0.083603896,FALSE,0,3.090610708,-0.31,6.27,6.96,12.09061071,103,1232
2011,Apr,Badan Internasional dan Badan Ekstra Internasional Lainnya,1303,46,0.035303147,FALSE,0,3.114944416,-0.31,6.27,6.96,12.11494442,46,1303
2011,Apr,Kegiatan yang belum jelas batasannya,56314,1477,0.026227936,FALSE,0,4.750616377,-0.31,6.27,6.96,13.75061638,1477,56314
2011,May,Pertanian Perburuan dan Kehutanan,18046,842,0.046658539,FALSE,0,4.256380953,0.12,6.27,6.96,13.25638095,842,18046
2011,May,Perikanan,2240,79,0.035267857,FALSE,0,3.350248018,0.12,6.27,6.96,12.35024802,79,2240
2011,May,Pertambangan dan Penggalian,3467,180,0.051918085,FALSE,0,3.539953842,0.12,6.27,6.96,12.53995384,180,3467
2011,May,Industri Pengolahan,45991,2596,0.056445826,FALSE,0,4.662672853,0.12,6.27,6.96,13.66267285,2596,45991
2011,May,Listrik gas dan air,1106,13,0.011754069,FALSE,0,3.043755127,0.12,6.27,6.96,12.04375513,13,1106
2011,May,Konstruksi,21375,1574,0.073637427,FALSE,0,4.329906123,0.12,6.27,6.96,13.32990612,1574,21375
2011,May,Perdagangan Besar dan Eceran,173181,9590,0.05537559,FALSE,0,5.238500243,0.12,6.27,6.96,14.23850024,9590,173181
2011,May,Penyediaan akomodasi dan penyediaan makan minum,8368,376,0.044933078,FALSE,0,3.922621672,0.12,6.27,6.96,12.92262167,376,8368
2011,May,Transportasi pergudangan dan komunikasi,16046,471,0.02935311,FALSE,0,4.205366788,0.12,6.27,6.96,13.20536679,471,16046
2011,May,Perantara Keuangan,8335,123,0.014757049,FALSE,0,3.920905604,0.12,6.27,6.96,12.9209056,123,8335
2011,May,Real Estate Usaha Persewaan,20403,553,0.027103857,FALSE,0,4.30969403,0.12,6.27,6.96,13.30969403,553,20403
2011,May,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,316,11,0.034810127,FALSE,0,2.499687083,0.12,6.27,6.96,11.49968708,11,316
2011,May,Jasa Pendidikan,1307,29,0.022188217,FALSE,0,3.116275588,0.12,6.27,6.96,12.11627559,29,1307
2011,May,Jasa Kesehatan dan Kegiatan Sosial,2434,104,0.04272802,FALSE,0,3.386320574,0.12,6.27,6.96,12.38632057,104,2434
2011,May,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,20977,640,0.030509606,FALSE,0,4.321743378,0.12,6.27,6.96,13.32174338,640,20977
2011,May,Jasa Perorangan yang Melayani Rumah Tangga,1209,90,0.074441687,FALSE,0,3.082426301,0.12,6.27,6.96,12.0824263,90,1209
2011,May,Badan Internasional dan Badan Ekstra Internasional Lainnya,1365,54,0.03956044,FALSE,0,3.135132651,0.12,6.27,6.96,12.13513265,54,1365
2011,May,Kegiatan yang belum jelas batasannya,59006,1739,0.029471579,FALSE,0,4.770896175,0.12,6.27,6.96,13.77089617,1739,59006
2011,Jun,Pertanian Perburuan dan Kehutanan,19174,831,0.04333994,FALSE,0,4.282712723,0.55,6.27,6.96,13.28271272,831,19174
2011,Jun,Perikanan,2360,88,0.037288136,FALSE,0,3.372912003,0.55,6.27,6.96,12.372912,88,2360
2011,Jun,Pertambangan dan Penggalian,3616,112,0.030973451,FALSE,0,3.558228422,0.55,6.27,6.96,12.55822842,112,3616
2011,Jun,Industri Pengolahan,47333,2526,0.053366573,FALSE,0,4.675164031,0.55,6.27,6.96,13.67516403,2526,47333
2011,Jun,Listrik gas dan air,1050,12,0.011428571,FALSE,0,3.021189299,0.55,6.27,6.96,12.0211893,12,1050
2011,Jun,Konstruksi,21618,1458,0.067443797,FALSE,0,4.334815513,0.55,6.27,6.96,13.33481551,1458,21618
2011,Jun,Perdagangan Besar dan Eceran,178294,9126,0.051185121,FALSE,0,5.251136728,0.55,6.27,6.96,14.25113673,9126,178294
2011,Jun,Penyediaan akomodasi dan penyediaan makan minum,8184,369,0.045087977,FALSE,0,3.912965621,0.55,6.27,6.96,12.91296562,369,8184
2011,Jun,Transportasi pergudangan dan komunikasi,16482,511,0.031003519,FALSE,0,4.21700991,0.55,6.27,6.96,13.21700991,511,16482
2011,Jun,Perantara Keuangan,8925,114,0.012773109,FALSE,0,3.950608225,0.55,6.27,6.96,12.95060822,114,8925
2011,Jun,Real Estate Usaha Persewaan,20890,579,0.027716611,FALSE,0,4.31993844,0.55,6.27,6.96,13.31993844,579,20890
2011,Jun,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,410,11,0.026829268,FALSE,0,2.612783857,0.55,6.27,6.96,11.61278386,11,410
2011,Jun,Jasa Pendidikan,1426,29,0.020336606,FALSE,0,3.154119526,0.55,6.27,6.96,12.15411953,29,1426
2011,Jun,Jasa Kesehatan dan Kegiatan Sosial,2596,250,0.096302003,FALSE,0,3.414304688,0.55,6.27,6.96,12.41430469,250,2596
2011,Jun,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,21015,596,0.028360695,FALSE,0,4.322529394,0.55,6.27,6.96,13.32252939,596,21015
2011,Jun,Jasa Perorangan yang Melayani Rumah Tangga,1049,37,0.035271687,FALSE,0,3.020775488,0.55,6.27,6.96,12.02077549,37,1049
2011,Jun,Badan Internasional dan Badan Ekstra Internasional Lainnya,1384,52,0.037572254,FALSE,0,3.14113609,0.55,6.27,6.96,12.14113609,52,1384
2011,Jun,Kegiatan yang belum jelas batasannya,61813,1777,0.028747998,FALSE,0,4.791079822,0.55,6.27,6.96,13.79107982,1777,61813
2011,Jul,Pertanian Perburuan dan Kehutanan,18486,866,0.046846262,FALSE,0,4.266842949,0.67,6.01,6.96,13.26684295,866,18486
2011,Jul,Perikanan,2300,137,0.059565217,FALSE,0,3.361727836,0.67,6.01,6.96,12.36172784,137,2300
2011,Jul,Pertambangan dan Penggalian,3764,119,0.031615303,FALSE,0,3.575649615,0.67,6.01,6.96,12.57564961,119,3764
2011,Jul,Industri Pengolahan,48086,2620,0.054485713,FALSE,0,4.682018652,0.67,6.01,6.96,13.68201865,2620,48086
2011,Jul,Listrik gas dan air,1081,13,0.012025902,FALSE,0,3.033825694,0.67,6.01,6.96,12.03382569,13,1081
2011,Jul,Konstruksi,22385,1474,0.065847666,FALSE,0,4.349957099,0.67,6.01,6.96,13.3499571,1474,22385
2011,Jul,Perdagangan Besar dan Eceran,176227,9302,0.052784193,FALSE,0,5.246072448,0.67,6.01,6.96,14.24607245,9302,176227
2011,Jul,Penyediaan akomodasi dan penyediaan makan minum,8414,389,0.04623247,FALSE,0,3.925002508,0.67,6.01,6.96,12.92500251,389,8414
2011,Jul,Transportasi pergudangan dan komunikasi,16249,469,0.028863315,FALSE,0,4.210826639,0.67,6.01,6.96,13.21082664,469,16249
2011,Jul,Perantara Keuangan,8999,118,0.013112568,FALSE,0,3.954194252,0.67,6.01,6.96,12.95419425,118,8999
2011,Jul,Real Estate Usaha Persewaan,21035,608,0.028904207,FALSE,0,4.322942516,0.67,6.01,6.96,13.32294252,608,21035
2011,Jul,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,345,14,0.04057971,FALSE,0,2.537819095,0.67,6.01,6.96,11.5378191,14,345
2011,Jul,Jasa Pendidikan,1391,31,0.022286125,FALSE,0,3.14332713,0.67,6.01,6.96,12.14332713,31,1391
2011,Jul,Jasa Kesehatan dan Kegiatan Sosial,2635,244,0.09259962,FALSE,0,3.42078062,0.67,6.01,6.96,12.42078062,244,2635
2011,Jul,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,21221,618,0.029122096,FALSE,0,4.326765845,0.67,6.01,6.96,13.32676585,618,21221
2011,Jul,Jasa Perorangan yang Melayani Rumah Tangga,838,32,0.038186158,FALSE,0,2.923244019,0.67,6.01,6.96,11.92324402,32,838
2011,Jul,Badan Internasional dan Badan Ekstra Internasional Lainnya,1464,56,0.038251366,FALSE,0,3.165541077,0.67,6.01,6.96,12.16554108,56,1464
2011,Jul,Kegiatan yang belum jelas batasannya,64496,1879,0.02913359,FALSE,0,4.809532781,0.67,6.01,6.96,13.80953278,1879,64496
2011,Aug,Pertanian Perburuan dan Kehutanan,19823,914,0.046108056,FALSE,0,4.297169381,0.93,6.01,7.48,13.29716938,914,19823
2011,Aug,Perikanan,2438,184,0.075471698,FALSE,0,3.387033701,0.93,6.01,7.48,12.3870337,184,2438
2011,Aug,Pertambangan dan Penggalian,3617,113,0.03124136,FALSE,0,3.558348509,0.93,6.01,7.48,12.55834851,113,3617
2011,Aug,Industri Pengolahan,48610,2559,0.052643489,FALSE,0,4.686725621,0.93,6.01,7.48,13.68672562,2559,48610
2011,Aug,Listrik gas dan air,1061,13,0.012252592,FALSE,0,3.025715384,0.93,6.01,7.48,12.02571538,13,1061
2011,Aug,Konstruksi,22721,1501,0.066062233,FALSE,0,4.356427442,0.93,6.01,7.48,13.35642744,1501,22721
2011,Aug,Perdagangan Besar dan Eceran,183757,9637,0.052444261,FALSE,0,5.264243892,0.93,6.01,7.48,14.26424389,9637,183757
2011,Aug,Penyediaan akomodasi dan penyediaan makan minum,8681,412,0.04745997,FALSE,0,3.938569756,0.93,6.01,7.48,12.93856976,412,8681
2011,Aug,Transportasi pergudangan dan komunikasi,17078,540,0.031619628,FALSE,0,4.232437009,0.93,6.01,7.48,13.23243701,540,17078
2011,Aug,Perantara Keuangan,9542,127,0.013309579,FALSE,0,3.979639412,0.93,6.01,7.48,12.97963941,127,9542
2011,Aug,Real Estate Usaha Persewaan,21450,632,0.029463869,FALSE,0,4.331427297,0.93,6.01,7.48,13.3314273,632,21450
2011,Aug,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,323,16,0.049535604,FALSE,0,2.509202522,0.93,6.01,7.48,11.50920252,16,323
2011,Aug,Jasa Pendidikan,1384,31,0.022398844,FALSE,0,3.14113609,0.93,6.01,7.48,12.14113609,31,1384
2011,Aug,Jasa Kesehatan dan Kegiatan Sosial,2782,247,0.088785047,FALSE,0,3.444357126,0.93,6.01,7.48,12.44435713,247,2782
2011,Aug,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,22071,641,0.029042635,FALSE,0,4.343822011,0.93,6.01,7.48,13.34382201,641,22071
2011,Aug,Jasa Perorangan yang Melayani Rumah Tangga,776,32,0.041237113,FALSE,0,2.889861721,0.93,6.01,7.48,11.88986172,32,776
2011,Aug,Badan Internasional dan Badan Ekstra Internasional Lainnya,1716,65,0.037878788,FALSE,0,3.234517284,0.93,6.01,7.48,12.23451728,65,1716
2011,Aug,Kegiatan yang belum jelas batasannya,60705,1746,0.028762046,FALSE,0,4.783224463,0.93,6.01,7.48,13.78322446,1746,60705
2011,Sep,Pertanian Perburuan dan Kehutanan,21816,920,0.042170884,FALSE,0,4.338775125,0.27,6.01,7.48,13.33877512,920,21816
2011,Sep,Perikanan,2469,189,0.07654921,FALSE,0,3.39252109,0.27,6.01,7.48,12.39252109,189,2469
2011,Sep,Pertambangan dan Penggalian,3676,97,0.026387378,FALSE,0,3.565375503,0.27,6.01,7.48,12.5653755,97,3676
2011,Sep,Industri Pengolahan,48591,2347,0.048301126,FALSE,0,4.686555837,0.27,6.01,7.48,13.68655584,2347,48591
2011,Sep,Listrik gas dan air,1463,14,0.009569378,FALSE,0,3.165244326,0.27,6.01,7.48,12.16524433,14,1463
2011,Sep,Konstruksi,23920,1545,0.064590301,FALSE,0,4.378761175,0.27,6.01,7.48,13.37876118,1545,23920
2011,Sep,Perdagangan Besar dan Eceran,188223,9395,0.049914198,FALSE,0,5.274672691,0.27,6.01,7.48,14.27467269,9395,188223
2011,Sep,Penyediaan akomodasi dan penyediaan makan minum,8807,393,0.044623595,FALSE,0,3.944827996,0.27,6.01,7.48,12.944828,393,8807
2011,Sep,Transportasi pergudangan dan komunikasi,17072,622,0.036433927,FALSE,0,4.232284402,0.27,6.01,7.48,13.2322844,622,17072
2011,Sep,Perantara Keuangan,10052,114,0.011341027,FALSE,0,4.00225248,0.27,6.01,7.48,13.00225248,114,10052
2011,Sep,Real Estate Usaha Persewaan,20358,617,0.030307496,FALSE,0,4.30873511,0.27,6.01,7.48,13.30873511,617,20358
2011,Sep,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,405,17,0.041975309,FALSE,0,2.607455023,0.27,6.01,7.48,11.60745502,17,405
2011,Sep,Jasa Pendidikan,1353,25,0.018477458,FALSE,0,3.131297797,0.27,6.01,7.48,12.1312978,25,1353
2011,Sep,Jasa Kesehatan dan Kegiatan Sosial,2787,254,0.091137424,FALSE,0,3.445136969,0.27,6.01,7.48,12.44513697,254,2787
2011,Sep,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,23418,622,0.026560765,FALSE,0,4.369549802,0.27,6.01,7.48,13.3695498,622,23418
2011,Sep,Jasa Perorangan yang Melayani Rumah Tangga,680,35,0.051470588,FALSE,0,2.832508913,0.27,6.01,7.48,11.83250891,35,680
2011,Sep,Badan Internasional dan Badan Ekstra Internasional Lainnya,1892,62,0.032769556,FALSE,0,3.276921132,0.27,6.01,7.48,12.27692113,62,1892
2011,Sep,Kegiatan yang belum jelas batasannya,59016,1701,0.028822692,FALSE,0,4.77096977,0.27,6.01,7.48,13.77096977,1701,59016
2011,Oct,Pertanian Perburuan dan Kehutanan,23785,933,0.039226403,FALSE,0,4.376303156,-0.12,5.94,7.48,13.37630316,933,23785
2011,Oct,Perikanan,2582,176,0.068164214,FALSE,0,3.411956238,-0.12,5.94,7.48,12.41195624,176,2582
2011,Oct,Pertambangan dan Penggalian,3542,100,0.028232637,FALSE,0,3.549248557,-0.12,5.94,7.48,12.54924856,100,3542
2011,Oct,Industri Pengolahan,49500,2419,0.048868687,FALSE,0,4.694605199,-0.12,5.94,7.48,13.6946052,2419,49500
2011,Oct,Listrik gas dan air,1134,15,0.013227513,FALSE,0,3.054613055,-0.12,5.94,7.48,12.05461305,15,1134
2011,Oct,Konstruksi,24722,1538,0.062211795,FALSE,0,4.393083602,-0.12,5.94,7.48,13.3930836,1538,24722
2011,Oct,Perdagangan Besar dan Eceran,189686,9361,0.049349978,FALSE,0,5.278035278,-0.12,5.94,7.48,14.27803528,9361,189686
2011,Oct,Penyediaan akomodasi dan penyediaan makan minum,9088,405,0.044564261,FALSE,0,3.958468318,-0.12,5.94,7.48,12.95846832,405,9088
2011,Oct,Transportasi pergudangan dan komunikasi,17437,570,0.032689109,FALSE,0,4.241471768,-0.12,5.94,7.48,13.24147177,570,17437
2011,Oct,Perantara Keuangan,9945,117,0.011764706,FALSE,0,3.997604787,-0.12,5.94,7.48,12.99760479,117,9945
2011,Oct,Real Estate Usaha Persewaan,18977,602,0.031722612,FALSE,0,4.278227558,-0.12,5.94,7.48,13.27822756,602,18977
2011,Oct,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,408,15,0.036764706,FALSE,0,2.610660163,-0.12,5.94,7.48,11.61066016,15,408
2011,Oct,Jasa Pendidikan,1396,27,0.019340974,FALSE,0,3.144885418,-0.12,5.94,7.48,12.14488542,27,1396
2011,Oct,Jasa Kesehatan dan Kegiatan Sosial,2866,258,0.090020935,FALSE,0,3.457276186,-0.12,5.94,7.48,12.45727619,258,2866
2011,Oct,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,24830,658,0.026500201,FALSE,0,4.39497672,-0.12,5.94,7.48,13.39497672,658,24830
2011,Oct,Jasa Perorangan yang Melayani Rumah Tangga,679,35,0.051546392,FALSE,0,2.831869774,-0.12,5.94,7.48,11.83186977,35,679
2011,Oct,Badan Internasional dan Badan Ekstra Internasional Lainnya,2012,60,0.029821074,FALSE,0,3.303627976,-0.12,5.94,7.48,12.30362798,60,2012
2011,Oct,Kegiatan yang belum jelas batasannya,57256,1633,0.028521028,FALSE,0,4.757821004,-0.12,5.94,7.48,13.757821,1633,57256
2011,Nov,Pertanian Perburuan dan Kehutanan,24123,957,0.039671683,FALSE,0,4.382431317,0.34,5.94,7.48,13.38243132,957,24123
2011,Nov,Perikanan,2547,176,0.069100903,FALSE,0,3.406028945,0.34,5.94,7.48,12.40602894,176,2547
2011,Nov,Pertambangan dan Penggalian,3648,105,0.028782895,FALSE,0,3.56205483,0.34,5.94,7.48,12.56205483,105,3648
2011,Nov,Industri Pengolahan,49956,2328,0.046601009,FALSE,0,4.698587657,0.34,5.94,7.48,13.69858766,2328,49956
2011,Nov,Listrik gas dan air,1187,38,0.032013479,FALSE,0,3.074450719,0.34,5.94,7.48,12.07445072,38,1187
2011,Nov,Konstruksi,24977,1590,0.063658566,FALSE,0,4.397540274,0.34,5.94,7.48,13.39754027,1590,24977
2011,Nov,Perdagangan Besar dan Eceran,191912,9319,0.048558714,FALSE,0,5.283102131,0.34,5.94,7.48,14.28310213,9319,191912
2011,Nov,Penyediaan akomodasi dan penyediaan makan minum,9616,412,0.042845258,FALSE,0,3.982994455,0.34,5.94,7.48,12.98299445,412,9616
2011,Nov,Transportasi pergudangan dan komunikasi,17828,563,0.031579538,FALSE,0,4.251102625,0.34,5.94,7.48,13.25110263,563,17828
2011,Nov,Perantara Keuangan,10162,121,0.011907105,FALSE,0,4.006979191,0.34,5.94,7.48,13.00697919,121,10162
2011,Nov,Real Estate Usaha Persewaan,19256,681,0.0353656,FALSE,0,4.284566077,0.34,5.94,7.48,13.28456608,681,19256
